Cust#,Ship-to,Make,Model,Serial,Equip#,Fleet,Job#,Inv-Date,Meter,Type,Parts*,Labor*,Sublet*,Delv/Frt*,Misc*,Taxes*,Total*,Work Performed
14080,1,,,,0,,S736127,3092015,99999,S90,0.00,270.00,0.00,0.00,0.00,0.00,270.00,"TRAINING FOR DANNY WILLIAMS, TODD DODSON AND TOMMY INGRAM FOR U.S. SMOKELESS"
14080,1,,,,0,,S924542,3122015,99999,S37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,***                          *****                           ***                            *                           * *                          *   *                         *     *                        *       *                     ***************                     *     VOID    *                     ***************
14080,1,,,,0,,S736015,3162015,99999,B06,0.00,618.00,0.00,0.00,24.72,59.45,702.17,WEEKLY WATERING ON BATTERIES.
14080,1,,,,0,,S732974,3212015,99999,B06,0.00,540.00,0.00,0.00,21.60,51.95,613.55,WEEKLY WATERING OF BATTERIES. PERFORMED ALL.
14080,1,,,,0,,S736042,3282015,99999,B06,0.00,450.00,0.00,0.00,18.00,43.29,511.29,WEEKLY WATERING ON ALL BATTERIES.
14080,1,,,,0,,S732986,4042015,99999,B06,0.00,630.00,0.00,0.00,25.20,60.61,715.81,WEEKLY WATERING ON ALL BATTERIES.
14080,1,,,,0,,S736060,4082015,99999,B06,0.00,270.00,0.00,0.00,10.80,25.97,306.77,"SURVEY CHARGERS FOR FUTURE USE: CHARGER #22 - POWER FACTOR, MODEL#3PF18B-965EMS, SN#44703: CHECKED ALL WIRING AND CONNECTIONS, TESTED POS & NEG FUSES, TESTED CONTACT & INTERNAL COMPONENTS. TESTED CHARGER, PUTTING OUT 106 AMPS. METER READ 110 AMPS. CHARGER IS NOISY, WHICH IS THE RESULT OF TRANSFORMER AGE. OVERALL, CHARGER LOOKS GOOD BUT NOT SURE HOW LONG IT WILL LAST & HAS ODOR. CHARGER #24 - POWER FACTOR, MODEL#3PF18B-965EMS, SN#67081: CHECKED ALL WIRING & CONNECTIONS. TESTED POS AND NEG FUSES, TESTED CONTACT & INTERNAL COMPONENTS. TESTED CHARGER, PUTTING OUT 117 AMPS. METER READ 116.8 AMPS. CHARGER IS RATED FOR 128 AMPS. CHARGER SEEMS TO WORK WELL & NO APPARENT ISSUES FOUND. CHARGER #14 - LIFEGUARD, MODEL#6-450SCR-1, SN#7100339: INITIAL SURVEY OF CHARGER FOUND IT IS ONLY A 12V CHARGER. WILL NEED UNIT AND BATTERY TO DO COMPLETE SURVEY. CHARGER #58 - POWER FACTOR, MODEL#3PFE24B-600EMS, SN#112906: INITIAL SURVEY REVEALED IT IS ONLY A 48V CHARGER. WILL NEED UNIT AND BATTERY TO TEST FURTHER. * SUGGESTIONS: CHARGER #24 - BE MOVED BACK IN PROCESSING AND USED ON TRUCK #77. CHARGER #22 - BE USED IN MAINTENANCE FOR TRUCK #87. CHARGER WILL NEED TO BE MONITORED FOR A SHORT WHILE UNTIL ODOR STOPS (MOST LIKELY DUST BURNING OFF COMPONENTS). CHARGER #14 - LOCATE UNIT AND BATTERY, TEST FURTHER. CHARGER #58 - DO NOT TEST FURTHER. ONLY HAVE (1) 48V TRUCK IN FLEET AND ANY OF THE LIFEPLUS WILL CHARGE 48V."
14080,1,,,,0,,S736363,4152015,99999,SP9,0.00,98.00,0.00,0.00,3.92,0.00,101.92,MEETING ABOUT DOING A MOCK AUDIT
14080,1,,,,0,,S736078,4162015,99999,B37,0.00,93.31,0.00,0.00,0.00,0.00,93.31,"BATTERIES OVER-FLOWING AND SOME GETTING HOT. * WENT TO CUSTOMERS LOCATION. IDENTIFIED SEVERAL BATTERIES HAD BOILED OVER. ALSO DETECTED (2) BATTERIES GETTING EXTREMELY HOT. CALLED IN FOR ASSISTANCE FROM MIKE MILLER. MIKE MET ME AT CUSTOMERS LOCATION TO HELP INVESTIGATE ROOT CAUSE OF OVER FLOWING AND HEAT ISSUES. WE IDENTIFIED THAT SERVICE HAD ALSO BEEN WATERING BATTERIES, THUS CAUSING OVER-FLOW ISSUES. (2) BATTERIES THAT HAVE BEEN GETTING HOT WILL NEED TO COME TO THE SERVICE CENTER FOR COMPLETE CHECKOUTS. CUSTOMER WANTS REPLACEMENT BATTERIES TO RENT BEFORE WE PULL ANY OUT FOR CHECKOUT. CLEANED BATTERY OVER-FLOW ON FLOOR IN SEVERAL LOCATIONS. MET WITH RENTAL DEPT TO LOCATE REPLACEMENT BATTERIES."
14080,1,,,,0,,S736375,4202015,99999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,CHECKED WATER LEVEL IN ALL RICOS.
14080,1,,,,0,,S736387,4272015,99999,C42,0.00,135.00,0.00,0.00,5.40,12.99,153.39,CHECKED WATER IN MOIST PROCEDURE. ALL RICOS AND LIFTS.
14080,1,,,,0,,S736392,5052015,99999,C42,0.00,180.00,0.00,0.00,7.20,17.32,204.52,"MET WITH CHRIS, WENT OVER LIST OF TRUCKS TO MAKE SURE ALL NUMBERS AND STAT PLATES MATCH. WALKED THRU AND INSPECTED SEVERAL LIFTS."
14080,1,,,,0,,S736725,5112015,99999,B06,0.00,630.00,0.00,0.00,25.20,60.61,715.81,WENT TO CUSTOMERS LOCATION AND WATERED ALL BATTERIES.
14080,1,,,,0,,S736933,5132015,9999,C42,0.00,450.00,0.00,0.00,18.00,43.29,511.29,SAFTEY AUDIT 5/12 = 5 HRS 5/13 = 2 HRS
14080,1,,,,0,,S736912,5162015,99999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,HAVE 3 DRIVE TIRES PRESSED FOR RICO'S TI KEEP IN STOCK.
14080,1,,,,0,,S736915,5202015,99999,C42,0.00,270.00,0.00,0.00,10.80,25.97,306.77,HELPED GARY - PULLED 3 CHARGERS OFF THE WALL. CLEANED AND INSTALLED NEW FANS. INSTALLED BACK ON THE WALL # 10 # 14 AND # 15
14080,1,,,,0,,S737859,5272015,9999,S37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,duplicate ticket.                           ***                          *****                           ***                            *                           * *                          *   *                         *     *                        *       *                     ***************                     *     VOID    *                     ***************
14080,1,,,,0,,S736720,5292015,99999,B37,0.00,251.62,0.00,0.00,0.00,0.00,251.62,MONTHLY COURTESTY CALLS - MAY 2015.
14080,1,,,,0,,S736788,6152015,99999,B06,0.00,855.00,0.00,0.00,34.20,82.25,971.45,PERFORMED MONTHLY WATERING ON ALL BATTERIES IN LIFTS.
14080,1,,,,0,,S736767,6262015,99999,B37,0.00,175.04,0.00,0.00,0.00,0.00,175.04,MONTHLY COURTESY CALLS - JUNE 2015
14080,1,,,,0,,S736961,6302015,9999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,READ AND CHECKED DATA ON #101-CHECKED CODE 9400 ON #21- INSTALLED CHRIS HATFIELD ON 23A
14080,1,,,,0,,S736972,7022015,99999,C42,0.00,270.00,0.00,0.00,10.80,25.97,306.77,CHECKED OPERATOR CODES AND INSTALLED NEW CODES IN BOTH ELECTRIC HYSTER PALLET JACKS
14080,1,,,,0,,S736974,7052015,99999,C42,0.00,225.00,0.00,0.00,9.00,21.65,255.65,"CHANGED CODE 1390 TO 9132 (MICHELLE GROVES) ON UNITS 101, 68, 56, 50, 06, 21 AND 12."
14080,1,,,,0,,S736982,7142015,9999,C42,0.00,135.00,0.00,0.00,5.40,12.99,153.39,DOWNLOADED NEW PERSON KAREN NELSON TO ALL RICOS-TOTAL OF 12
14080,1,,,,0,,S736988,7162015,99999,S94,0.00,44.64,0.00,0.00,0.00,0.00,44.64,CLEANED AND MOVED EQUIPMENT IN THE SHOP AT U.S. SMOKELESS
14080,1,,,,0,,S736991,7202015,9999,C42,0.00,630.00,0.00,0.00,25.20,60.61,715.81,"CHECKED WATER IN UNITS - ADDED WATER TO 10, 102, 83, 109, 57, 68 AND 65."
14080,1,,,,0,,S810025,8242015,9999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,CHANGED OPERATORS NAMES AND NUMBERS IN ALL SHIPPING LIFTS.
14080,1,,,,0,,S810733,9052015,99999,B06,0.00,945.00,0.00,0.00,37.80,90.91,1073.71,"PERFORMED MONTHLY WATERING ON BATTERIES. STILL HAVE SOME LEFT TO WATER, WAS UNABLE TO COMPLETE."
14080,1,,,,0,,S810742,9122015,99999,B06,0.00,337.50,0.00,0.00,13.50,32.47,383.47,COMPLETED MONTHLY WATERING OF BATTERIES.
14080,1,,,,0,,S810730,9172015,99999,B37,0.00,21.88,0.00,0.00,0.00,0.00,21.88,MONTHLY COURTESY CALLS - SEPTEMBER 2015 TALKED WITH JIMMY ABOUT PM SERVICE AND WASHES. DISCUSSED WATERING AND CHARGING.
14080,1,,,,0,,S740402,10122015,99999,B06,0.00,135.00,0.00,0.00,5.40,12.99,153.39,WATERED ALL RICO UNITS.
14080,1,,,,0,,S740411,10192015,99999,B06,0.00,675.00,0.00,0.00,27.00,64.94,766.94,PERFORMED MONTHLY WATERING ON BATTERIES.
14080,1,,,,0,,S740426,10272015,99999,B06,0.00,270.00,0.00,0.00,10.80,25.97,306.77,WATER RICO BATTERIES. 1.5-HRS.
14080,1,,,,0,,S809784,10292015,99999,C42,0.00,180.00,0.00,0.00,7.20,17.32,204.52,"PUT IN CODE 3812 ON RICOS 1, 10, 66, 67, 74, 83, 102, 103, 107 AND HYSTER 57, 65, 77 AND 109"
14080,1,,,,0,,S739711,11032015,99999,C42,0.00,360.00,0.00,0.00,14.40,34.63,409.03,INSTALLED CODE 3816 INTO ALL PROCESSING UNITS (10 RICOS AND 4 HYSTERS)
14080,1,,,,0,,S811069,11032015,99999,B06,0.00,180.00,0.00,0.00,7.20,17.32,204.52,WENT TO CUSTOMER LOCATION AND WATERED RICO UNITS. 2.0-HRS.
14080,1,,,,0,,S740448,11092015,99999,B06,0.00,135.00,0.00,0.00,5.40,12.99,153.39,WATERED RICO BATTERIES HRS. = 1.5
14080,1,,,,0,,S742266,11132015,99999,C42,0.00,180.00,0.00,0.00,7.20,17.32,204.52,CLEANED CHOP FOR SAFETY INSPECTION ************************************************************ ************** REFERENCE INVOICE S739720-N ***************** ************************************************************ CREDIT AND REBILL TO CUSTOMER BILL PER STEVE DUNN ************************************************************ ************** REFERENCE INVOICE S742233-N ***************** ************************************************************ CREDIT AND REBILL TO CUSTOMER BILL PER STEVE DUNN
14080,1,,,,0,,S740452,11172015,99999,B06,0.00,135.00,0.00,0.00,5.40,12.99,153.39,WATERED RICO BATTERIES
14080,1,,,,0,,S740470,11212015,99999,B06,0.00,810.00,0.00,0.00,32.40,77.92,920.32,WENT TO CUSTOMER LOCATION AND WATERED ALL BATTERIES. BATTERIES ARE EXTREMELY DRY. RECOMMEND WATERING ON TWO-THREE WEEK SCHEDULE. SOME DEPARTMENTS WERE OPERATING MAKING IT DIFFICULT TO ACCESS UNITS.
14080,1,,,,0,,S811093,11302015,99999,B06,0.00,135.00,0.00,0.00,5.40,12.99,153.39,WENT TO CUSTOMER LOCATION AND WATERED RICCO BATTERIES.
14080,1,,,,0,,S741911,12072015,99999,B06,0.00,225.00,0.00,0.00,9.00,21.65,255.65,WENT TO CUSTOMER LOCATION. LOCATED UNITS. MOVED TWO UNITS TO WATERING LOCATION. MOVED UNITS BACK TO CHARGING STATION AFTER WATERING. WATERED OTHER UNITS.
14080,1,,,,0,,S739757,12092015,99999,C42,0.00,135.00,0.00,0.00,5.40,12.99,153.39,FLAT TIRE ON GONDOLA-REMOVED WHEEL AND FIXED FLAT-GREASED BOTH SIDES AND ADDED AIR TO OTHER SIDE OF WHEEL-AIR PRESSURE 42PSI COLD.
14080,1,,,,0,,S744313,12192015,99999,B06,0.00,945.00,0.00,0.00,37.80,90.91,1073.71,WENT TO CUSTOMER LOCATION AND WATERED ALL BATTERIES.
14080,1,,,,0,,S744337,1072016,99999,B06,0.00,135.00,0.00,0.00,5.40,12.99,153.39,WENT TO CUSTOMER LOCATION AND WATERED ALL RICO BATTERIES.
14080,1,,,,0,,S744346,1112016,99999,B06,0.00,180.00,0.00,0.00,7.20,17.32,204.52,WENT TO CUSTOMER LOCATION AND WATERED ALL RICO BATTERIES.
14080,1,,,,0,,S744367,1162016,99999,B06,0.00,1012.50,0.00,0.00,40.50,97.40,1150.40,WENT TO CUSTOMER LOCATION AND WATERED ALL BATTERIES.
14080,1,,,,0,,S508819,1202016,99999,S37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
14080,1,,,,0,,S739783,1252016,99999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,"INSTALLED CODE (ALEX COMPTON - 2016) INTO ALL PACKING UNITS (PK15A, PK40, PK41A, 4 AND L2)"
14080,1,,,,0,,S741937,1282016,99999,B06,0.00,180.00,0.00,0.00,7.20,17.32,204.52,WENT TO CUSTOMER LOCATION AND WATERED RICCO UNITS.
14080,1,,,,0,,S744395,1292016,99999,B06,0.00,135.00,0.00,0.00,5.40,12.99,153.39,"CHARGER NOT CHARGING, CUSTOMER STATES BATTERIES ARE DEAD AND WON'T CHARGE. WENT TO CUSTOMER LOCATION AND LOCATED UNIT. CHARGER WAS HOOKED UP WHEN I ARRIVED AND SHOWING CHARGE COMPLETE. CHECK OVERALL VOLTS IN UNIT. UNIT IS 36 VOLT, CURRENT READING IS 40.69 TOTAL VOLTS. RESTARTED CHARGER, CHARGER PUTTING OUT 22.5 AMPS. MAX AMPS FOR CHARGER IS 25 AMPS. TESTED UNIT, WORKING OKAY. WAS UNABLE TO FIND ANY APPARENT ISSUES WITH CHARGER OR BATTERIES AT THIS TIME."
14080,1,,,,0,,S741952,2022016,99999,B06,0.00,180.00,0.00,0.00,7.20,17.32,204.52,WENT TO CUSTOMER LOCATION TO WATER RICCO UNITS
14080,1,,,,0,,S739722,2042016,99999,S37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,***                          *****                           ***                            *                           * *                          *   *                         *     *                        *       *                     ***************                     *     VOID    *                     ***************
14080,1,,,,0,,S741973,2082016,99999,B06,0.00,180.00,0.00,0.00,7.20,17.32,204.52,WENT TO CUSTOMER LOCATION TO WATER RICCO BATTERIES.
14080,1,,,,0,,S748337,2162016,99999,B06,0.00,135.00,0.00,0.00,5.40,12.99,153.39,WATERED RICO BATTERIES
14080,1,,,,0,,S741920,2172016,99999,B37,27.18,21.88,0.00,0.00,0.00,0.00,49.06,WENT TO CUSTOMER LOCATION FOR WASHES. COMMUNICATE WITH JIMMY TO SET UP BATTERY WASHES
14080,1,,,,0,,S741987,2222016,99999,B06,0.00,135.00,0.00,0.00,5.40,12.99,153.39,WENT TO CUSTOMER TO WATER RICCO UNITS.
14080,1,,,,0,,S748333,2262016,99999,B06,55.20,2847.50,109.68,0.00,510.50,325.87,3848.75,"PERFORMED BATTERY WASHES ON UNITS:50,36,56,101,108,77,41A, 40,L1,104,15A,12,68,14,15B,104B,L2,66,74,10,1,83,67,106, AND 102. WENT TO CUSTOMER LOCATION AND SET UP WASH CABINETS. PUT TARPS DOWN IN WORK AREA. BROUGHT EACH UNIT TO SHOP, PULLED BATTERY, WASHED AND NEUTRALIZED BATTERY. CLEANED ACID BUILD, FROM BATTERY COMPARTMENTS AND RE-INSTALLED BATTERY. LOADED WASH CABINET AND CLEANED UP WORK AREA. BROUGHT WASH CONTAINMENT AND CABINET BACK TO SHOP. PROPERLY DISPOSED OF WASTE WATER AND CLEANED CABINET."
14080,1,,,,0,,S748371,2272016,99999,B06,0.00,945.00,0.00,0.00,37.80,90.91,1073.71,WENT TO CUSTOMER LOCATION AND WATERED ALL BATTERIES.
14080,1,,,,0,,S747975,3032016,99999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,UNIT HAS A FLAT TIRE - REMOVED WHEEL AND HAD TO PUT FOUR STRAPS ON THE TIRE FOR IT TO SEAL DUE TO THE BEAD BREAKING
14080,1,,,,0,,S738208,3072016,99999,B06,0.00,180.00,0.00,0.00,7.20,17.32,204.52,WENT TO CUSTOMER LOCATION TO WATER RICCO UNITS.
14080,1,,,,0,,S738218,3142016,99999,B06,0.00,180.00,0.00,0.00,7.20,17.32,204.52,WENT TO CUSTOMER LOCATION TO WATER REACO BATTERIES.
14080,1,,,,0,,S738232,3212016,99999,B06,0.00,180.00,0.00,0.00,7.20,17.32,204.52,WENT TO CUSTOMER LOCATION TO WATER REACO BATTERIES.
14080,1,,,,0,,S738240,3282016,99999,B06,0.00,630.00,0.00,0.00,25.20,60.61,715.81,WENT TO CUSTOMER LOCATION TO WATER BATTERIES.
14080,1,,,,0,,S738245,4042016,99999,B06,0.00,180.00,0.00,0.00,7.20,17.32,204.52,WENT TO WASH REACO BATTERIES.
14080,1,,,,0,,S738254,4112016,99999,B06,0.00,180.00,0.00,0.00,7.20,17.32,204.52,WENT TO CUSTOMER LOCATION TO WATER REACO BATTERIES.
14080,1,,,,0,,S738259,4162016,99999,B06,0.00,720.00,0.00,0.00,28.80,69.26,818.06,WENT TO CUSTOMER LOCATION TO WATER ALL BATTERIES.
14080,1,,,,0,,S743202,4182016,99999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,INSTALLED CODE 1009 (DEWAYNE REED) ONTO UNIT PR65 & PR57
14080,1,,,,0,,S743206,4212016,99999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,INSTALLED CODE 0564 ONTO THE FOLLOWING UNITS: PK15A CL23A PK40 PK41A
14080,1,,,,0,,S746068,4252016,99999,B06,0.00,225.00,0.00,0.00,9.00,21.65,255.65,"WATERED REACO BATTERIES.FOUND SEVERAL VENT CAPS BROKEN, IN NEED OF REPLACEMENT. 04/29/2016 PICKED UP VENT CAPS (USED) AT SHOP, WENT TO CUSTOMER LOCATION AND REPLACED."
14080,1,,,,0,,S746085,4292016,99999,B06,0.00,90.00,0.00,0.00,3.60,8.66,102.26,DELIVERED AND INSTALLED SINGLE POINT WATERING SYSTEM PER JENNIFER.
14080,1,,,,0,,S743213,5022016,99999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,"INSTALLED CODES ONTO TUGGERS (4067, 1018 AND 2414)"
14080,1,,,,0,,S746094,5022016,99999,B06,0.00,315.00,0.00,0.00,12.60,30.30,357.90,"WENT TO CUSTOMER LOCATION, WATERED REACO BATTERIES. WATERED NEW LIFTS IN SHIPPING. WATER UNIT #1101 BATTERY"
14080,1,,,,0,,S748610,5102016,99999,B06,0.00,180.00,0.00,0.00,7.20,17.32,204.52,WENT TO CUSTOMER LOCATION TO WATER REACO UNITS.
14080,1,,,,0,,S743509,5102016,1,C42,0.00,360.00,0.00,0.00,0.00,33.30,393.30,INSTALLED KEYTROLLER
14080,1,,,,0,,S748620,5162016,99999,B06,0.00,180.00,0.00,0.00,7.20,17.32,204.52,WENT TO CUSTOMER LOCATION TO WATER REACO BATTERIES.
14080,1,,,,0,,S748630,5212016,99999,B06,0.00,945.00,0.00,0.00,37.80,90.91,1073.71,WENT TO CUSTOMER LOCATION TO WATER BATTERIES.
14080,1,,,,0,,S743544,5242016,99999,C42,27.68,135.00,0.00,0.00,6.51,15.65,184.84,TWO TRASH CARTS HAVE FLATS - REPAIRED TIRES AND TESTED ALL OK AT THIS TIME - RETURNED UNITS TO SERVICE
14080,1,,,,0,,S743547,6012016,99999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,UNIT HAS A FLAT TIRE ON TRASH TRUCK/CART INSTALLED INNER TUBE - TESTED OPERATIONS - ALL OK AT THIS TIME - RETURNED UNIT TO SERVICE
14080,1,,,,0,,S748852,6062016,99999,B06,0.00,270.00,0.00,0.00,10.80,25.97,306.77,WENT TO CUSTOMER LOCATION AND WATER CLARK BATTERIES. CHECKED ALL CELLS TO BE SURE NONE WERE DRY. N1437A        N1457A N1438A        N1436A N1458A        N1453A N1435A        N1460A N1456A
14080,1,,,,0,,S747315,6172016,151,C42,194.35,180.00,0.00,9.87,15.37,36.96,436.55,ORDERED BATTERY HANDLES - INSTALLED BATTERY HANDLE ON 13 UNITS
14080,1,,,,0,,S748871,6202016,99999,B06,0.00,270.00,0.00,0.00,10.80,25.97,306.77,WENT TO CUSTOMER LOCATION AND WATERED BATTERIES IN ALL CLARKLIFTS.
14080,1,,,,0,,S748880,7012016,99999,B06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"MONTHLY WATERING ON ALL BATTERIES. PRIOR TO START OF PROJECT, WAS TOLD TO HOLD OFF ON MONTHLY WATERING PER JIMMY MONSUE."
14080,1,,,,0,,S748881,7052016,99999,B06,0.00,225.00,0.00,0.00,9.00,21.65,255.65,PERFORMED WATERING ON ALL NEW CLARK BATTERIES.
14080,1,,,,0,,S747330,7122016,7,S37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
14080,1,,,,0,,S747528,7182016,99999,B06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,WENT TO CUSTOMER LOCATION TO WATER NEW CLARK BATTERIES. PER JIMMY MONSUE SERVICE DEPT IS GOING TO WATER ALL BATTERIES WHEN THEY DO PM'S.
14080,1,,,,0,,S747367,8012016,99999,C42,0.00,180.00,0.00,0.00,7.20,17.32,204.52,REMOVED WHEEL AND CORRECTED THE FLAT - TESTED OPERATIONS ALL OK AT THIS TIME - RETURNED UNIT TO SERVICE
14080,1,,,,0,,S739017,8042016,303,S37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,MAST BEARINGS ARE TOO TIGHT - UNLOADED REPLACEMENT TRUCK AND LOADED N1456
14080,1,,,,0,,S738891,8092016,9999,S37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
14080,1,,,,0,,S747377,8162016,99999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,INSTALLED CODES INTO THE TUGGERS
14080,1,,,,0,,S746660,9012016,99999,S37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,***                          *****                           ***                            *                           * *                          *   *                         *     *                        *       *                     ***************                     *     VOID    *                     ***************
14080,1,,,,0,,S739059,9262016,99999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,INSTALLED CODES 108 AND 1390 IN TUGGER 3274
14080,1,,,,0,,S744514,11152016,99999,B37,0.00,21.88,0.00,0.00,0.00,0.00,21.88,WENT TO SMOKELESS NASHVILLE AND CHECKED ON STATUS OF CREDENTIALS.
14080,1,,,,0,,S746875,12012016,9999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,REPAIRED FLAT TIRE
14080,1,,,,0,,S741002,12142016,99999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,REPAIRED FLAT ON GONDOLA
14080,1,,,,0,,S745241,12282016,99999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,TIRE WENT FLAT AND BEAD CAME LOOSE - PUT STRAP AROUND TIRE AND AIRED UP TO SEAT BEAD - CHECKED FOR LEAKS WITH SOAPY WATER - TESTED OPERATIONS - ALL OK AT THIS TIME - RETURNED UNIT TO SERVICE
14080,1,,,,0,,S741008,1122017,99999,C42,202.52,0.00,0.00,15.77,8.73,21.00,248.02,INSTALLED LOAD WHEELS
14080,1,,,,0,,S758127,1132017,99999,S37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,***                          *****                           ***                            *                           * *                          *   *                         *     *                        *       *                     ***************                     *     VOID    *                     ***************
14080,1,,,,0,,S741013,1242017,99999,C42,0.00,180.00,0.00,0.00,7.20,17.32,204.52,INSTALLED TWO LOAD WHEELS AND BEARINGS - CLEANED AND GREASED UNIT - TESTED OPERATIONS - ALL OK AT THIS TIME - RETURNED UNIT TO SERVICE
14080,1,,,,0,,S000007,2062017,99999,B37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,QUOTE#7 SET NASHVILLE SMOKELESS RICO TRUCKS UP TO OPERATE ON BOTH POSI AND HAWKER CHARGING SYSTEMS.  THIS QUOTE IS PER TRUCK. QUOTE CLOSED 02/07/17 TO OPEN ON WORK ORDER S729398.
14080,1,,,,0,,S729398,2072017,99999,B37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,QUOTE#729398 SET NASHVILLE SMOKELESS RICO TRUCKS TO OPERATE BOTH POSI AND HAWKER CHARGING SYSTEMS. THIS QUOTE IS PER TRUCK WITH 3-5 DAY LEAD TIME ON PARTS. QUOTE ADJUSTED AND OPENED TO WORK ORDER S759319 QQB CLOSED.
14080,1,,,,0,,S000008,2072017,99999,B37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,QUOTE TO INSTALL 2/0 EURO TO MAKE COMPATIBLE WITH REACO CHARGING REQUIREMENTS. QUOTE WAS NOT APPROVED.
14080,1,,,,0,,S759319,2212017,99999,B06,2006.55,1575.00,0.00,22.17,144.15,346.68,4094.55,RETRO FIT UNITS FOR POSI CHARGERS.
14080,1,,,,0,,S759327,4142017,99999,B06,2000.00,382.50,0.00,56.95,97.58,234.68,2771.71,ORDER 2 SPARE PORT SPLITTERS PER JIMMY MONSUE. CHARGE ON BLANKET PO.
14080,1,,,,0,,S758594,4172017,99999,C42,33.46,0.00,0.00,0.00,5.00,3.56,42.02,DELIVERED FOUR ECX KEYS
14080,1,,,,0,,S758593,4192017,99999,SP1,0.00,52.00,0.00,0.00,2.08,0.00,54.08,TOOK MIKE SAIN AND ROBERT LEONBURGER AROUND PLANT TO CHECK THE AREAS FOR THE NEW UNIT
14080,1,,,,0,,S758567,4282017,99999,C42,285.00,0.00,0.00,0.00,11.40,27.42,323.82,PARTS ONLY-DELIVERED PALLET JACK TO CUSTOMER
14080,1,,,,0,,S751027,5152017,99999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,WENT OVER LIST TO MAKE SURE ALL UNITS ARE DONE AND EXPLAINED TO CHARLIE
14080,1,,,,0,,S758856,5172017,99999,B37,0.00,43.76,0.00,0.00,0.00,0.00,43.76,WENT TO U.S. SMOKELESS NASHVILLE TO LOCATE CHARGER.
14080,1,,,,0,,S751067,6262017,2713,C42,306.72,180.00,0.00,24.65,20.45,49.19,581.01,LIFT/TILT HANDLE STICKING. REPLACE AND ADJUST LIGHT/TILT HANDLE/LEVER ON LIFT
14080,1,,,,0,,S751090,6272017,755,C42,0.00,180.00,0.00,0.00,7.20,17.32,204.52,
14080,1,,,,0,,S753039,8092017,9999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,SAFETY GO OVER WITH ENGINEER ABOUT LIFTS CONCERNING KEYTROLLERS.
14080,1,,,,0,,S751274,8252017,99999,B37,0.00,21.88,0.00,0.00,0.00,0.00,21.88,WENT TO SMOKELESS NASHVILLE TO PICK UP WORK ORDERS.
14080,1,,,,0,,S752450,9282017,9999,C42,10.29,135.00,0.00,0.00,5.81,13.98,165.08,REPLACE BOTH LUGGS AND CONNECTOR ON CHARGER #51
14080,1,,,,0,,S752467,10102017,9999,N70,9.74,56.20,0.00,0.00,0.29,0.00,66.23,CHARGER FOR V. MARIOTTI HAD WRONG END ON CHARGER REPLACED WITH DIFFERENT RECEPTACLE.
14080,1,,,,0,,S752471,10102017,9999,C42,10.29,90.00,0.00,0.00,5.00,9.74,115.03,REPLACE END ON CHARGER. JUMPER CABLE FOR RICOS BAD CONNECTOR. TEST OK
14080,1,,,,0,,S754215,10272017,999,C42,12.86,90.00,0.00,0.00,5.00,9.98,117.84,INSTALL CONNECTOR ON END OF CHARGER. TEST OK
14080,1,,,,0,,S754250,11142017,9999,C42,0.00,90.00,0.00,0.00,5.00,8.79,103.79,ADD AIR TO ALL SHIPPING HAND CARTS. PICK UP CARDS AND BRING TO SHOP AND PUT AIR IN THE TIRES. 3 CARTS TOTAL
14080,1,,,,0,,S754262,11292017,9999,C42,12.86,90.00,0.00,0.00,5.00,9.98,117.84,CABLED BAD ON CONNECTOR INSTALL NEW CONNECTOR & LUGS
14080,1,,,,0,,S754251,11302017,9999,C42,257.71,270.00,0.00,0.00,21.11,50.77,599.59,MAKE SURE THAT EACH TRUCK HAS A SERVICE MANUAL ORDER PAPER WORK FOR TRUCKS 11/30/17 MEETING
